Lemma_automatisch,Lemma_awb,Flexion,Komplexität,Mhd. Lemma,mhd_Flexion,Nhd. ÜS,Token,Kasus_token,Numerus_token,Texttyp,Edition,Handschrifteninfo_in_Klammern,Fragen
afterkomo,afterkomo,,simplex,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: afterkomo s. afterquemo sw. m.
afterkumft,afterkumft,st. f.,,,,,,,,Glosse,"Gl 1,289,6",Jb-Rd,
afterkumft,afterkumft,st. f.,,,,,after,,,Glosse,"Gl 2,415,39",,
afterkumft,afterkumft,st. f.,,,,,after,,,Glosse,"NpNpw 21,24",voc.,
afterkumft,afterkumft,st. f.,,,,,after,,,Glosse,"Npgl 67,31",,
afterkumft,afterkumft,st. f.,,,,,after,,,Glosse,"Npgl 104,9",,
afterlâz,afterlâz,st. m.,simplex,,,,,,,Glosse,"Gl 1,318,3",,
afterlâz,afterlâz,st. m.,simplex,,,,,,,Glosse,"Gl 2,306,43",beide Rb,
afterlebo,afterlebo,sw. m.,simplex,,,,,,,Glosse,"Gl 2,20,32",,
afterlebo,afterlebo,sw. m.,simplex,,,,,,,Glosse,"Gl 2,19,2",,
afterlebo,afterlebo,sw. m.,simplex,,,,,,,Glosse,"Gl 2,20,20",,
afterleibo,afterleibo,sw. m.,,,,,,,,Glosse,"Gl 1,233,35",Ra,
afterling,afterling,st. m.,simplex,,,,,,,Glosse,"Gl 1,398,22",,
afterling,afterling,st. m.,simplex,,,,,,,Glosse,"Gl 4,265,28",,
aftermorganlîh,aftermorganlîh,adj.,,,,,,,,Glosse,"H 9,1,1",,
after[h]nel,after[h]nel,st. m.,,,,,,,,Glosse,"Gl 3,437,21","clm 14 689, 11./12. Jh.",
afternentigi,afternentigi,,,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: afternentigi s. aftanentgî st. f.
aftero,aftero,adj. comp.,simplex,after,,after sw. m. n.,aftrun,dat,sg,Glosse,"F 14,13",,
aftero,aftero,adj. comp.,simplex,after,,after sw. m. n.,aftrun,nom,pl,Glosse,"F 7,18",,
aftero,aftero,adj. comp.,simplex,after,,after sw. m. n.,aftrun,nom,pl,Glosse,"F 13,4",,
aftero,aftero,sw. m.,simplex,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: aftero sw. m. s. aftero adj. 1.
afterôro,afterôro,,simplex,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: afterôro s. aftrôro adj. comp.
afterôsto,afterôsto,,simplex,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: afterôsto s. aftrôsto adj. superl.
afterquemo,afterquemo,sw. m.,,,,,un,,,Glosse,"Gl 1,680",,
afterquemo,afterquemo,sw. m.,,,,,aphtarun,dat,pl,Glosse,"Gl 466,54",M,
afterquemo,afterquemo,sw. m.,,,,,aphtarun,acc,pl,Glosse,"Gl 680,14",ebda.,
afterquemo,afterquemo,sw. m.,,,,,aphtarun,acc,pl,Glosse,"Gl 466,53","M, 2 Hss.",
afterquemo,afterquemo,sw. m.,,,,,aphtarun,acc,pl,Glosse,"Gl 680,15","M, 12. Jh.",
afterquemo,afterquemo,sw. m.,,,,,betheron,acc,sg,Glosse,"Gl 2,715,52",,
afterquemo,afterquemo,sw. m.,,,,,bethero,acc,sg,Glosse,"Nc 738,27","[73,2]",
afterquemo,afterquemo,sw. m.,,,,,betheren,nom,pl,Glosse,"Nb 30,29","[34,22]",
afterquemo,afterquemo,sw. m.,,,,,betheren,nom,pl,Glosse,"NpNpw 48,12",,
afterquemo,afterquemo,sw. m.,,,,,betheren,nom,pl,Glosse,"Np 77,51",,
afterquemo,afterquemo,sw. m.,,,,,betheren,nom,pl,Glosse,"Np 78,11",,
afterquemo,afterquemo,sw. m.,,,,,betheron,dat,pl,Glosse,"Np 24,10",,
afterquemo,afterquemo,sw. m.,,,,,betheren,dat,pl,Glosse,"Gl 1,466,55","M, 2 Hss., acc. sg.?",
afterquemo,afterquemo,sw. m.,,,,,betheren,dat,pl,Glosse,"Npw 24,10",,
afterquemo,afterquemo,sw. m.,,,,,betheren,acc,pl,Glosse,"Npw 680,16",M,
afterquemo,afterquemo,sw. m.,,,,,betherin,acc,pl,Glosse,"Npw 2,425,23",,
afterquemo,afterquemo,sw. m.,,,,,aphterin,dat,pl,Glosse,"Npw 1,466",,
afterquemo,afterquemo,sw. m.,,,,,aftire,nom,sg,Glosse,"Npw 135,22",,
afterreida,afterreida,st. f.?,,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: afterreida st. f.? s. afterreidi st. n.
afterreidi,afterreidi,st. n.,,,,,,,,Glosse,"Gl 3,216,20","SH B, 12. Jh.",
afterreidi,afterreidi,st. n.,,,,,,,,Glosse,"Gl 3,216,20","SH B, 12. Jh.",
afterreif,afterreif,st. m.,simplex,,,afterreif,,,,Glosse,"Gl 3,374,9",Jd,
afterreif,afterreif,st. m.,simplex,,,afterreif,,,,Glosse,"Gl 3,695,39",,
afterreif,afterreif,st. m.,simplex,,,afterreif,,,,Glosse,"Gl 4,190,17",,
afterreif,afterreif,st. m.,simplex,,,afterreif,,,,Glosse,"Gl 3,641,32",,
afterreif,afterreif,st. m.,simplex,,,afterreif,,,,Glosse,"Gl 3,692,47",,
afterreif,afterreif,st. m.,simplex,,,afterreif,,,,Glosse,"Gl 3,162,14","SH A, 2 Hss.",
afterreif,afterreif,st. m.,simplex,,,afterreif,,,,Glosse,"Gl 3,669,48",,
afterreif,afterreif,st. m.,simplex,,,afterreif,,,,Glosse,"Gl 4,190,17",,
afterreifi,afterreifi,st. n.,,,,,i,,,Glosse,"Gl 3,624,22",11. Jh.,
afterreifi,afterreifi,st. n.,,,,,i,,,Glosse,"Gl 3,651,28",11./12. Jh.,
afterreifi,afterreifi,st. n.,,,,,e,,,Glosse,"Gl 3,162,15","SH A, 12. Jh.",
afterrîdan,afterrîdan,,,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: afterrîdan s. after-rîdan st. v.
afterringa,afterringa,,,,,,,,,,,,"Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: afterringa extales Gl 1,398,28 s. afterling st. m."
after[h]riuuua,after[h]riuuua,sw. f.,,afterriuwe,,afterreue,,,,Glosse,"Gl 2,54,22","Carlsr. Aug. cciii, 11. Jh.",
afterruofan,afterruofan,,,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: afterruofan s. after-ruofan red. v.
aftersluzzil,aftersluzzil,st. m.,,,,,,,,Glosse,"Gl 3,294,43","SH d, 13. Jh.",
aftersluzzil,aftersluzzil,st. m.,,,,,el,,,Glosse,"Gl 3,265,20","SH b, 13./14. Jh.",
aftersluzzil,aftersluzzil,st. m.,,,,,zila,acc,pl,Glosse,"Gl 2,611,69","Einsiedeln 303, 11./12. Jh.",
aftersluzzil,aftersluzzil,st. m.,,,,,zila,acc,pl,Glosse,"Gl 2,609,52","Paris. 10 195, Echternach 11. Jh.",
afterteil,afterteil,,simplex,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: afterteil s. aftero adj. comp.
after-th-,after-th-,,,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: after-th- = after-d-.
afteruuart,afteruuart,adj.,,,,,,,,Glosse,"Gl 1,231,21",Ra,
afteruuart,afteruuart,adv.,,,,,,,,Glosse,"Gl 4,3,34",Jc,
afteruuartn,afteruuartn,adv.,,,,,,,,Glosse,"Gl 4,17,57",Jc,
afteruuartes,afteruuartes,adv. gen. sg.,,,,,,,,Glosse,"Gl 2,675,63",12. Jh.,
afteruuartes,afteruuartes,adv. gen. sg.,,,,,,,,Glosse,"Gl 1,711,62","Carlsr. Aug. clxxviii, 13. Jh.",
afterwentigi,afterwentigi,,,,,,,,,,,,"Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: afterwentigi Gl 1,683,15 s. afteruuertgî st. f."
afteruuert,afteruuert,adj.,,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: afteruuert adj. vgl. afteruuertî st. f.
afteruuert,afteruuert,adv.,,,,,,,,Glosse,"Gl 1,565,41","M, 3 Hss., 1 -uv-",
afteruuert,afteruuert,adv.,,,,,,,,Glosse,"Gl 1,663,51","ebda., 1 Hs.",
afteruuert,afteruuert,adv.,,,,,,,,Glosse,"Gl 1,565,40","M, 2 Hss., 1-vv-",
afteruuert(a)sun,afteruuert(a)sun,adv.,,,,,,,,Glosse,"Gl 1,651,5",,
afteruuert(a)sun,afteruuert(a)sun,adv.,,,,,,,,Glosse,"Gl 1,651,4",,
afteruuertî,afteruuertî,st. f.,,,,,,,,Glosse,"Gl 2,221,70","clm 18 550,1,9. Jh.",
afteruuertîg,afteruuertîg,adj.,,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: afteruuertîg adj. vgl. afteruuertgî st. f.
afteruuertgî,afteruuertgî,st. f.,,,,,,,,Glosse,"Gl 1,683,13",,
afteruuertsun,afteruuertsun,,,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: afteruuertsun s. afteruuert(a)sun adv.
afterzuhtîg,afterzuhtîg,adj.,,,,,en,,,Glosse,"Gl 1,519,57",,
afterzuhtîg,afterzuhtîg,adj.,,,,,affteren,,,Glosse,"Gl 1,520,2",,
afterzuhtîg,afterzuhtîg,adj.,,,,,afftervn,,,Glosse,"Gl 1,519,64",,
afterzuhtîgen,afterzuhtîgen,sw. v.,,,,,,,,Glosse,"Gl 1,519,62","M, clm 14 689, 11./12. Jh.",
afth,afth,,simplex,,,,,,,,,,"Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: afth Gl 4,295 Anm. 1 (Ess. Ev.) wird von Wadst., Wa 53,21, in af th[e] getrennt und zu quia tunc concepta virtus ad perfectum deducitur, si homo ... [, zu Marc. 4,27] gestellt; s. oba conj."
afth,afth,,simplex,,,,,,,,,,"Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: afth Gl 4,295 Anm. 1 (Ess. Ev.) wird von Wadst., Wa 53,21, in af th[e] getrennt und zu quia tunc concepta virtus ad perfectum deducitur, si homo ... [, zu Marc. 4,27] gestellt; s. oba conj."
aftinantikiu,aftinantikiu,,,,,,,,,,,,"Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: aftinantikiu Gl 2,680,1 s. aftanntg adj."
aftira,aftira,,simplex,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: aftira s. aftero adj. comp.
aftoro,aftoro,,simplex,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: aftoro s. aftero adj. comp.
aftristo,aftristo,,simplex,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: aftristo s. aftrôsto adj. superl.
aftro,aftro,,simplex,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: aftro s. aftero adj. comp.
aftrôro,aftrôro,adj. comp.,simplex,,,,aftroro,nom,sg,Glosse,"Gl 2,668,37","clm 18 059, 11. Jh.",
aftrôro,aftrôro,adj. comp.,simplex,,,,aftroro,nom,sg,Glosse,"Gl 2,670,60",ebda.,
aftrôro,aftrôro,adj. comp.,simplex,,,,aftrora,nom,sg,Glosse,"Gl 2,750,25","clm 18 547,2, 11. Jh.",
aftrôro,aftrôro,adj. comp.,simplex,,,,aphtrorin,gen,sg,Glosse,"Gl 2,190,69","M, 4 Hss., 10. 11. Jh.",
aftrôro,aftrôro,adj. comp.,simplex,,,,aphtrorun,dat,pl,Glosse,"Gl 2,179,60","ebda., 5 Hss., 2 Hss. -",
aftrôro,aftrôro,adj. comp.,simplex,,,,afttrorom,dat,pl,Glosse,"S 225,5",B,
aftrôst,aftrôst,adv.,simplex,,,,aftrost,,,Glosse,"Gl 1,99,8",R,
az aftrôstin,az aftrôstin,adv.,,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: az aftrôstin adv. s. aftrôsto adj. superl. 2.
aftrôsto,aftrôsto,adj. superl.,simplex,,,,aftrosto,nom,sg,Glosse,"Gl 2,635,23",,
aftrôsto,aftrôsto,adj. superl.,simplex,,,,aftrostin,dat,sg,Glosse,"Gl 1,98,8",K,
aftrôsto,aftrôsto,adj. superl.,simplex,,,,aftrostin,dat,sg,Glosse,"Gl 1,256,11",K,
aftrôsto,aftrôsto,adj. superl.,simplex,,,,aftrostun,nom,pl,Glosse,"Gl 2,296,3","M, 4 Hss.",
aftrôsto,aftrôsto,adj. superl.,simplex,,,,aftrostun,dat,pl,Glosse,"Gl 1,454,31",M,
aftrôsto,aftrôsto,adj. superl.,simplex,,,,aftrostun,acc,pl,Glosse,"Gl 2,654,55",,
aftrôsto,aftrôsto,adj. superl.,simplex,,,,aftrostun,acc,pl,Glosse,"Gl 2,167,5","clm 6277, 9. Jh.",
aftrôsto,aftrôsto,adj. superl.,simplex,,,,aftristo,nom,sg,Glosse,"I 18,3",,
aftrôsto,aftrôsto,adj. superl.,simplex,,,,aftrista,nom,sg,Glosse,"Pw 67,14","lat. pl., Hs. afr-",
ag,ag,st. m.,simplex,,,,ag,nom,sg,Glosse,"Gl 3,83,23",,
aga,aga,(st.?) f.,simplex,,,,aga,nom,sg,Glosse,"Gl 4,228,3","Brüssel 10 072, 11. Jh., æ übergeschr.",
aga,aga,(st.?) f.,simplex,,,,age,nom,sg,Glosse,"Gl 3,21,38","clm 14745, 14. Jh.",
agabero,agabero,sw. m.,simplex,,,,,,,Glosse,"Gl 3,551,43","clm 615, 14. Jh.",
agabûz,agabûz,st. m.?,simplex,,,,,,,Glosse,"Gl 3,361,48","Admont 249, 13. Jh.",
agabûz,agabûz,st. m.?,simplex,,,,,,,Glosse,"Gl 3,600,1","mus. Brit. Harl. 4986, 11. Jh.",
agaht,agaht,,simplex,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: agaht s. agat st. m.
agaistra,agaistra,,simplex,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: agaistra s. agastra sw. f.
agalastra,agalastra,,simplex,,,,,,,,,,Kein Formen-Block gefunden - vermutlich Verweis-Eintrag. Volltext: agalastra s. agalstra sw. f.
agalthorn,agalthorn,st. m.,simplex,,,,,,,Glosse,"Gl 1,524,16 = Wa 77,13","Carlsr. S. Petri, 10./11. Jh.",
agalthorn,agalthorn,st. m.,simplex,,,,dorn,,,Glosse,"Gl 3,43,49","clm 632, 15. Jh.",
agaleia,agaleia,sw. st.? f.,simplex,ag(e)leie,,"aglei, akelei",akileia,,,Glosse,"Gl 1,590,28","Sg 299, 9./10. Jh.",
